title,summary,categories
"경북 농특산물 쇼핑몰 '사이소', 회원 32만명 돌파와 매출 급증 비결은?",문경 오미자 닭갈비 최다 판매 명성 20년 만에 연매출 500억 돌파 전망 경북도 농특산물 온라인 쇼핑몰 ‘사이소’가 올해 상반기 매출 249억원을 기록하며 또 한 번 역대 최고 실적을 갈아치웠다. 경북도는 사이소의 올해 상반기 매출이 지난해 같은 기간(230억원)보다 8.3% 증가한 249억원을 기록했다고 12일 밝혔다.,경제
"구미·포항 국가산단, AI 제조혁신 거점으로. 경북, AX 실증산단 2곳 선정",경북 구미국가산업단지와 포항국가산업단지가 산업통상자원부의 ‘2026년 인공지능 전환(AX) 실증산단 구축사업’에 나란히 선정됐다. 전국 3개 선정지 가운데 2곳을 경북이 차지하면서 AI 기반 제조혁신을 선도할 핵심 거점으로 도약하게 됐다.,IT/과학
"與 일각 '檢보완수사권 폐지' 신중론 대두. ""졸속 기소·공소기각"" 부작용 우려","이소영, '보완수사법 폐지 법안에 우려를 표합니다' SNS글 올려 고민정, 정견발표서 ""'폐지하고 문제 생기면 보완', 與자세 아냐"" 이창환 더불어민주당이 검찰의 보완수사권 폐지를 골자로 한 형사소송법 개정에 착수한 가운데, 당 내에서도 부작용을 우려하는 목소리가 나오고 있다. 이소영 민주당 의원은 12일 페이스북에 '보완수사권 폐지 법안에 우려를 표합니다'라는 제목의 글을 올려 ""이번에 발의된 '보완수사권 완전 폐지' 법안들은 증거법 규정에서 '검사'를 모두 삭제함으로써, 검사가 오직 '경찰이 작성해서 넘긴 서류'만을 보고 기소 여부를 판단하게 하고 있다""고 말했다.",정치
호르무즈 봉쇄 후 13번째 韓선박 ‘홍해 우회’ 원유 운송,원유 200만 배럴을 싣고 홍해를 빠져나온 SK해운 30만t급 초대형 유조선이 지난 5월 8일 전남 여수시 GS칼텍스 원유부두에서 하역 작업하고 있다. 뉴시스 중동 전쟁으로 호르무즈 해협이 봉쇄된 이후 13번째 한국 선박이 우회로인 홍해를 통해 국내로 원유를 운송하고 있다.,경제|사회/세계
"AI 시대 독서법 제시. 달서구, 14일 '달서가족 북 콘서트' 개최",대구 달서구가 인공지능(AI) 시대 자녀의 문해력과 사고력을 키우는 독서교육 방안을 제시하는 부모 교육 프로그램을 마련한다. 달서구는 달서문화재단 달서가족문화센터가 오는 14일 오전 10시 30분 달서가족문화센터 소공연장에서 서울대 교육학과 신종호 교수를 초청해 ‘달서가족 북 콘서트’를 개최한다고 밝혔다.,IT/과학|라이프
폭염 속 대구시장 민생 현장 행보. 취약계층 보호와 민원 서비스 점검,쪽방촌 찾아 폭염 대응 살피고 120달구벌콜센터 방문. 현장 중심 민생행보 추경호 대구시장이 기록적인 폭염 속 취약계층 보호와 시민 민원서비스 점검에 나서는 등 현장 중심의 민생행보를 이어갔다.,사회/세계|라이프
박현영 국보협 신임 회장 “보좌진은 의원과 함께 방향 찾는 ‘정치적 동반자’”,"박현영 국보협 신임 회장 국힘 의원실 소속 보좌진 대표해 3급 직제·초과근무수당 현실화 등 숙원 과제 해결·처우 개선에 온힘 여야 보좌진 교류로 ‘협치’ 메시지 “보좌진은 단순히 국회의원의 지시를 수행하는 사람이 아닌, 의원이 고민해야 할 일을 먼저 고민하고, 함께 방향을 찾아가는 정치적 동반자입니다.” 제36대 국민의힘보좌진협의회(국보협) 신임 회장으로 당선된 박현영 보좌관(국민의힘 정동만 의원실)은 국회 보좌진의 역할을 이렇게 정의했다. 지난 7일 국회 의원회관에서 만난 박 보좌관은 “미디어 환경도, 정치 환경도 빠르게 변하고 있다”며 “보좌진은 수동적으로 움직이는 사람이 아니라 정책과 정무, 홍보와 지역 현안을 함께 고민하는 전략가가 돼야 한다”고 말했다.",정치
"통일부 ""북한에 실종 해군함정 병사 수색·송환 협조 요청""","동해 북방한계선, NLL 인근 해상에서 경비 임무 중이던 해군 함정 승조원 1명이 오늘 실종돼 군 당국이 수색 중인 가운데, 통일부가 북한에 실종자 수색과 송환에 협조를 요청한다고 밝혔습니다. 통일부는 오늘 오후 '동해상 해군장병 실종에 따른 수색과 송환 관련 대북 협조 요청' 제목의 언론 공지를 통해 ""동해 해상에서 경비임무 수행 중인 해군 함정 병사 1명이 실종, NLL 이북으로 표류 가능성이 있는 것으로 보인다""고 전했습니다.",정치
신임 국무조정실장 임기근. 국무총리 비서실장 채이배,장관급인 신임 국무조정실장에 임기근 기획예산처 차관이 임명됐다. 차관급인 한성숙 국무총리 비서실장에는 채이배 전 국회의원이 발탁됐다.,정치
한자리에 모인 민주당 당권 주자들,"김민석·정청래·송영길·고민정·김보미, KDLC 정견발표회 참석 보완수사권·자기 정치 등 논란 언급하며 상대 진영 비판 (서울=뉴스1) 더불어민주당 8·17 전당대회에 출마하는 당권 주자 5명이 12일 처음으로 모인 자리에서 상대 진영과 거센 신경전을 벌였다. 김민석 전 국무총리와 정청래 전 대표, 송영길 전 대표, 고민정 의원, 김보미 전 전남 강진군의회 의장은 이날 오후 국회에서 열린 전국자치분권민주지도자회의(KDLC) 정견발표회에 참석했다.",정치
"정이한 피습 자작극'에 이준석 ""국힘이 공작. 사실이면 끝장"" 경고","""국힘에서 이상한 제안 했으면 끝장"" 이준석 개혁신당 대표가 정이한 전 개혁신당 부산시장 후보의 '음료 테러 자작극' 사건을 둘러싸고 국민의힘 측 인사가 관여했을 가능성을 제기했다. 이 대표는 지난 11일 밤부터 12일까지 자신의 SNS에 잇따라 글을 올려 ""정이한은 국민의힘에서 보좌진으로 일했던 사람""이라며 ""이번 선거에서 국민의힘에서 누가 공작해서 이 일이 생겼는지 알고 불나방들이 설치는지 모르겠다""고 밝혔다.",정치
"해병대, 상륙기동헬기서 육·해군 특수전 부대와 고공강하 노하우 공유",MUH-1 마린온 상륙기동헬기 활용 합동훈련 실시 해병대 특수수색대대 장병이 지난 9일 실시된 합동 고공강하 집체훈련 중 MUH-1 마린온 상륙기동헬기에서 강하하고 있다. 해병대 제공/국방일보 해병대 특수수색대대가 육·해군 특수전 부대와 함께 고공강하 합동훈련을 하며 합동작전 수행 능력과 상호운용성 향상에 나섰다.,사회/세계
"선관위, 예·결산 없이 ‘위탁선거’ 대금 수백억 운용","선거관리위원회가 수억~수백억에 달하는 위탁선거 관련 대금을 예·결산에 포함시키지 않고 운용해오다 국회의 시정요구를 받았다. 국회예산정책처(예정처)가 지난 10일 발간한 2025년 결산분석 보고서를 보면, 선관위는 지난해 농협·수협·산림조합 등 각종 공공단체의 선거 1190건을 위탁받아 224억3900만원을 집행했지만 결산서에는 1억2800만원만 집행했다고 기록했다.",정치
"박승원 광명시장, 민주당 최고위원 출마. ""지방정부 경험 당에 접목""","박승원 경기 광명시장이 더불어민주당 8·17 전당대회 최고위원 선거 출마를 공식 선언했다. 박 시장은 12일 국회 의원회관에서 열린 전국자치분권민주지도자회의(KDLC) 총회에서 최고위원 후보로 추대된 뒤 “전국 지방정부와 지방의회, 풀뿌리 당원들의 뜻을 모아 더 단단한 민주당을 만들겠다”고 밝혔다.",정치
거리 행진하는 장동혁 대표,국민의힘 장동혁 대표가 12일 부산 서면 하트광장에서 열린 참정권 침해 규탄 집회에 참석해 거리 행진하며 구호를 외치고 있다.,정치
"“짐정리”라던 장윤기 경찰父, 연가·병가 돌려써가며 증거인멸","현직 경찰 간부 장윤기 父, 범행당일 6시간짜리 ‘긴급 연가’ 병가 내고 핵심 증거 리얼돌 폐기하기도 ‘전남광주 여고생 피살 사건’ 피의자 장윤기(23·구속)의 부친인 장모(55) 경감이 범행 이후 연가·병가·공가 등을 돌려쓰면서 핵심 증거 인멸에 나선 것으로 12일 확인됐다. 광주경찰청이 국민의힘 신동욱 의원실에 제출한 근무 내역에 따르면, 장 경감은 아들인 장윤기의 범행·체포 당일인 지난 5월 5일에 6시간짜리 ‘긴급 연가’를 냈다.",사회/세계
"해군 조고성 상사, 헌혈 100회 ‘명예장’. 고교 1 때 ‘작은 나눔이 누군가엔 큰 희망’ 문구 보고 시작","“작은 보탬, 기적의 연결고리 되길” 최근 헌혈 100회를 달성한 해군5기뢰/상륙전단 조고성 상사. 해군 제공/국방일보 해군5기뢰/상륙전단(5전단)에 근무하는 조고성 상사가 헌혈 100회를 달성해 대한적십자사 명예장을 받았다.",라이프
당원 게시판 의혹' 한동훈 수사 1년 8개월 만에 재개. 복당 분수령,경찰이 무소속 한동훈 의원의 이른바 '당원 게시판 사건' 수사를 1년 8개월 만에 재개한 것으로 확인됐습니다. 이번 수사 결과는 향후 한 의원의 국민의힘 복당 여부에도 결정적인 영향을 미칠 것으로 보입니다.,정치
인천 제물포·영종 시·구의원 공약 ‘개발·문화’ 초점. 459건 공약 분석,"영종은 생활·관광, 제물포는 원도심 개발. 지역 특성 따라 공약 차이 SOC 공약 최다.",정치
보조금 개편 웃은 BMW. iX3·MINI 가격 경쟁력 키웠다,MINI 400만원·BMW iX3 275만원. 상위권 보조금 확보 BMW그룹코리아 주요 전기차가 정부의 새 전기차 보조금 체계에서 상위권 보조금을 확보했다.,사회/세계|경제
장 초반 요동치는 코스피,"(서울=뉴스1) 14일 서울 중구 하나은행 본점 딜링룸 전광판에 코스피 시황이 표시되어 있다. 이날 코스피 지수는 전 거래일 대비 37.87포인트(0.56%) 하락한 6769.06, 코스닥 지수는 전 거래일 보다 2.20포인트(0.28%) 내린 797.16에 거래를 시작했다.",경제
코스피 6700선 후반 등락. 외인·기관 매수 속 개인 2조원 팔아,"코스피 2%대 하락했다가 상승하는 등 등락폭 확대. 개인 매도 집중, 환율 1497원 장 초반 코스피가 6700선 후반에서 요동치고 있다.",경제
"파라타항공, 인천-하노이 신규 취항",파라타항공 윤철민 대표이사를 비롯한 임직원들이 지난 13일 인천국제공항에서 열린 인천-하노이 노선 신규취항 기념행사에서 기념 촬영하고 있다.,사회/세계
비트코인 6만2천 달러선 붕괴. 지정학적 리스크에 ‘공포’,"미 증시 하락과 중동 지역의 지정학적 긴장 고조 등으로 자산 시장 전반이 얼어붙은 가운데, 가상자산 시장 역시 큰 폭의 약세를 보이며 방향성 탐색에 나섰습니다. 빗썸 AI 코인시세에 따르면 오늘(14일) 8시 기준 시장 내 가격 상승 자산은 35개, 보합은 153개, 하락은 279개로 집계되었습니다.",경제|사회/세계
트럼프 호르무즈 20% 통행료 선언. “운송 비용 2배”,"NYT “대형 유조선, 통행료로 450억원” 현실화 가능성 낮지만 해운업계 우려 커져 선주들, 차라리 이란과 협력 택할 가능성도 호르무즈 해협을 통과하는 선박에 20%의 통행료를 부과할 가능성이 제기되면서 해운업계의 우려가 커지고 있다고 13일(현지시간) 뉴욕타임스(NYT)가 보도했다. 도널드 트럼프 미국 대통령이 호르무즈 해협에 사실상 20% 통행료 부과를 일방적으로 선언하면서다.",사회/세계|경제
"삼성SDI, 데이터센터용 UPS 배터리 화재 안전 인증",삼성SDI의 무정전전원장치(UPS)용 배터리가 글로벌 인증기관의 고강도 화재 차단 테스트를 세계 최초로 충족하며 차별화된 안전성 기술력을 입증했다. 최근 AI(인공지능) 데이터센터 확대로 급증하는 고안전성 배터리 수요를 선점하기 위한 발판을 마련했다.,IT/과학|사회/세계
세계 코인 이용자 2명중 1명 쓴다. 바이낸스 회원 3억2250만명 돌파,창립 9년 만에 이용자 기반 확대 기관·개발자와 글로벌 커뮤니티 강화 AI 활용한 보안 지침도 공개 글로벌 가상자산 거래소 바이낸스의 전 세계 이용자 수가 창립 9년 만에 3억2250만명을 넘어섰다. 전 세계 디지털자산 이용자가 약 7억명으로 추산되는 점을 고려하면 디지털자산 이용자 2명 중 1명가량이 바이낸스를 사용하는 셈이다.,경제|IT/과학
"LH, 광명시흥 공공주택지구 보상 착수. 예정보다 4개월 앞당겨",한국토지주택공사(LH)는 광명시흥 공공주택지구의 보상 절차를 당초 계획보다 4개월 앞당겨 착수했다. 14일 LH에 따르면 공사는 지난 9일 광명시흥 공공주택지구 내 토지 및 지장물 소유자를 대상으로 협의보상 안내문을 발송했다.,경제
"10대 건설사, 7월 1만 가구 분양. 영등포 '써밋 클라비온' 출격",전국 9곳·1만679가구 공급. 일반분양 8359가구 (서울=뉴스1) 주요 10대 건설사가 이달 9개 단지에서 1만여 가구 분양에 나선다.,경제
서울 전세·매매 격차 9억 원 육박. 1년 만에 1억 5천 확대,"서울 아파트 평균 매매가와 전셋값의 차이가 지난달 9억 원에 육박한 것으로 파악됐습니다. KB 부동산 주택가격 통계를 보면, 지난달 서울 아파트 평균 매매가격은 15억8천만 원, 전세는 6억9천만 원으로 가격 차이는 8억8천만 원 수준입니다.",경제
"기보, 광주회생법원과 기업 재도약·기술거래 활성화 지원 '맞손'","회생기업 재기지원·파산기업 지식재산 활용 협력체계 구축 기술보증기금은 광주회생법원과 '회생기업의 성공적인 재기지원을 위한 업무협약' 및 '파산기업 보유 지식재산권 활용 및 중소기업 기술거래 활성화 지원을 위한 업무협약'을 체결했다고 14일 밝혔다. 이번 협약은 회생기업의 신속한 재기를 지원하고, 파산기업이 보유한 우수기술이 사장되지 않도록 활용 기회를 넓혀 기술 중소기업의 지속 가능한 성장 기반을 강화하기 위해 마련됐다.",경제
"LH, 광명시흥지구 보상절차 착수. 계획보다 4개월 당겨",한국토지주택공사(LH)는 경기 광명시흥 공공주택지구 보상 절차를 애초 계획보다 4개월 당겨 이달 착수했다고 14일 밝혔다. LH는 지난 9일 광명시흥지구 내 토지 및 지장물 소유자를 대상으로 협의보상 안내문을 발송했다.,경제
코스피 6700 공방. 해적 돌변한 트럼프 '된서리',"국내증시가 14일 하락 출발하며 코스피 지수가 6700대, 코스닥 지수가 780대에서 등락하고 있다. 전날 반도체주 투매 충격이 가시지 않은 가운데 간밤 미국의 대(對) 이란 강경 제스처가 투자심리를 재차 위축시켰다.",경제|사회/세계
"BMW 그룹 코리아, 수입차 보조금 1위 찍었다. 성능·배터리 등 다방면서 고평가","MINI 에이스맨, 보조금 400만원. 수입차 1위 BMW iX3, 275만원으로 보조금 50% 적용 BMW iX3, 성능 보조금, 충전 속도 항목서 고평가 BMW 그룹 코리아는 산하 브랜드의 순수 전기차 라인업이 새로운 전기차 보조금 체계에서 성능과 배터리, 충전기 보급 등 다방면에서 고평가를 받으며 경쟁력을 입증했다고 14일 밝혔다.",경제
"카카오페이손보, 'Kiro Day' 개최. 임직원 AI 활용 확대","카카오페이손해보험이 개발 직군뿐 아니라 비개발 직군까지 인공지능(AI)을 업무에 적용할 수 있도록 전 임직원 대상 'Kiro Day'를 개최했다고 14일 밝혔다. 이번 행사는 AI 활용 경험과 실무 노하우를 공유하고, 전사적으로 AI를 활용하는 업무 문화를 확산하기 위해 마련됐다.",IT/과학
"천재교육, 'T셀파' 교사 콘텐츠 제작 파트너 모집","교육과정 수업자료 제작 및 자문 참여 천재교육은 교수학습지원 플랫폼 ‘T셀파’의 교사 콘텐츠 제작 파트너 T크리에이터를 모집한다고 14일 밝혔다. 사진=천재교육 T크리에이터는 더 나은 교육 콘텐츠를 위해 T셀파와 성장하는 콘텐츠 제작 파트너로, 이번 모집 대상은 T셀파 초·중·고 정회원 교사다.",라이프
"코스피, 전날 급락 이어 하락 출발. 장 초반 6700선 등락",원·달러 환율 1497.40원 14일 코스피가 전날 급락에 이어 하락 출발했다. 이날 지수는 37.87p(0.56%) 내린 6769.06으로 장을 시작했다.,경제
"한국금융지주, 연간 이익 3조원인데. 너무 저평가?",SK證. 한국금융지주 연간 예상순이익 3조원 추정.,경제
"삼성전자, 국제 디자인상 ‘레드닷’ 최고상",본상까지 8종 수상 쾌거 아동용 동반자 로봇 등 AI·UI 극대화 설계 호평 삼성전자가 세계적 권위의 국제 디자인상인 ‘레드닷 디자인 어워드 2026’에서 디자인 콘셉트 부문 최고상인 ‘베스트 오브 더 베스트’를 받았다고 14일 밝혔다. 삼성전자는 최고상을 포함해 이번 시상에서 총 8개의 상을 수상했다.,사회/세계|IT/과학
"삼성전자, ‘레드닷 디자인 어워드 2026’ 최고상 2개 등 8개 수상","‘가전 소모품 선행 콘셉트 디자인’, ‘키즈 로봇’ 최고상 AI로 차별화된 경험 제공, 미래 라이프스타일 방향 제시 삼성전자가 국제 디자인 상인 ‘레드닷 디자인 어워드 2026’ 디자인 콘셉트 부문에서 최고상인 ‘베스트 오브 더 베스트’ 2개를 포함해 총 8개의 상을 수상했다고 14일 밝혔다. ‘베스트 오브 더 베스트’는 ‘가전 소모품 선행 콘셉트 디자인’과 키즈 로봇 ‘드리모와 미니모’가 수상했다.",IT/과학
규제지역 묶여도 거센 ‘동탄·평택’ 열기. ‘반도체 수혜 단지’로 쏠린 눈길,직방 호갱노노 2분기 랭킹 발표. 반도체 밸리·신축 분양 단지에 관심 집중 경기 화성시 동탄구 일대의 모습.,경제
"""시민 체감형 시내버스 노선 개편"". 정읍시, 21일까지 의견 수렴","전북 정읍시는 시내버스 노선 개편을 위해 오는 21일까지 온오프라인으로 주민 의견을 조사한다고 14일 밝혔다. 온라인 조사는 정읍시 누리집 소통방을 통해 누구나 참여할 수 있으며, 현장 조사는 읍·면·동 행정복지센터를 통해 마을 이·통장 및 버스 이용 주민을 대상으로 이뤄진다.",사회/세계
"KT, 693개 공공시스템 재배치. 국정자원 ISP 우선협상대상자 선정",국정자원 관리체계 혁신 방향 마련 KT가 국가 공공 AI 인프라 혁신을 위한 밑그림을 그린다. 행정안전부와 한국지능정보사회진흥원(NIA)이 발주한 국가정보자원관리원 혁신 정보화전략계획(ISP) 수립 사업의 우선협상대상자로 선정돼 공공 정보시스템 재배치와 국가 데이터센터(DC) 운영 체계 개편 작업에 착수한다.,정치|IT/과학
"CU, 수제 맥주에 국가 유산 담았다. 국가유산진흥원 협업","편의점 CU를 운영하는 BGF리테일은 국가유산진흥원, 세븐브로이와 함께 '국가유산 방문 캠페인'을 홍보한다고 14일 밝혔다. '국가유산 방문 캠페인'은 우리 국가유산 가치와 매력을 세계인에게 소개하기 위해 2020년부터 국가유산진흥원이 추진하고 있는 사업이다.",경제
KB자산운용 ‘RISE 미국우주&로봇TOP2미국채혼합50 ETF’ 출시,"“미래 산업의 핵심, 스페이스X·테슬라를 한 번에” AI 시대 차세대 성장축 ‘우주·로봇’ 산업 성장성에 집중 미국 단기국채 50% 편입. 연금계좌서 100% 투자 가능 KB자산운용은 미국 우주 산업과 휴머노이드 로봇 산업의 성장성에 집중 투자하는 채권혼합형 상장지수펀드(ETF) ‘RISE 미국우주&로봇TOP2미국채혼합50 ETF’를 14일 출시한다고 밝혔다.",경제
"롯데홈쇼핑, '희망수라간' 새단장. 영등포 취약계층 지원 8000만원 기부",롯데홈쇼핑은 지난 13일 서울 영등포구청 별관 내 반찬 나눔 조리시설 '희망수라간' 리모델링을 마쳣다고 14일 밝혔다. 이날 개관식에서 영등포구사회복지협의회에 기부금 8000만원을 전달했다.,사회/세계
"날씨·취향까지 분석. LF몰, AI 쇼핑 에이전트 '스타일톡' 도입","패션 큐레이션 노하우를 AI에 접목 ""쇼핑 전 과정 돕는 AI 에이전트로 고도화"" 생활문화기업 LF는 자사가 운영하는 LF몰에 생성형 인공지능(AI) 기반 쇼핑 에이전트 서비스 'LF 스타일톡'을 도입했다고 14일 밝혔다. 해당 서비스는 LF몰 검색창 아래 스타일톡 메뉴를 통해 이용할 수 있다.",IT/과학|라이프
"울산시, 시내버스 정상화·산업 인공지능 전환 속도 낸다","김상욱 울산시장, 광폭 행보 ‘시동’. 정부·기업 속속 방문 현안 해결 나서 울산시는 김상욱 울산시장이 14일 기후에너지환경부와 HD현대 글로벌알앤디(R&D)센터, 삼성에스디아이(SDI) 본사를 잇달아 방문해 지역 현안을 건의하고 협력 방안을 논의한다고 밝혔습니다.",IT/과학|사회/세계
호르무즈 해협 긴장 고조에. 해운·정유株 ‘불기둥’,이란이 호르무즈 해협을 재봉쇄하면서 14일 해운·정유주가 급등하고 있다. 이날 오전 9시 30분 기준 유가증권시장에서 STX그린로지스는 전 거래일 대비 760원(29.92%) 오른 3300원에 거래되고 있다.,사회/세계|경제
"삼성전자, 테슬라 AI5 생산 초읽기. 파운드리 청신호","테슬라 차세대 칩 양산 준비 마무리 대미 투자 압박 속 테일러 본격 가동 임박 삼성 2나노 첨단 공정 경쟁력 입증 기회 가동률 상승, 파운드리 적자 폭 축소 기대 삼성전자가 미국 전기차 업체 테슬라로부터 수주한 차세대 인공지능(AI) 반도체 ‘AI5’ 양산 준비를 마치면서 파운드리(반도체 위탁생산) 사업의 실적 개선 기대감이 커지고 있다. AI5는 삼성전자가 미국 텍사스주 테일러에 구축한 신공장에서 2나노(㎚) 첨단 공정을 적용해 생산될 예정이다.",IT/과학
"네이버 카페, 글·댓글 쓰면 리워드. ‘티키타카페’ 이벤트 시작",생활·육아·반려동물 등 일상 카페 대상. 22일까지 신청 글 4개·댓글 8개 작성하면 네이버페이 포인트 등 혜택 우수 카페엔 최대 100만원 성장 지원금 제공 네이버(NAVER(035420))가 카페 이용자들의 글과 댓글 활동에 리워드를 제공하는 이벤트를 열고 커뮤니티 활성화에 나선다.,라이프
"코스피, 코스닥 동반 하락","14일 서울 중구 하나은행 본점 딜링룸에서 직원들이 증시와 환율 등을 모니터하고 있다. 이날 오전 9시 5분 기준 코스피는 전 거래일 대비 137.29포인트(2.02%) 하락한 6,669.64에 거래되고 있다.",경제
"삼성SDI, 세계 최초 UPS 배터리 대형 화재 테스트 통과",스프링클러 없이 자체 진화. AI 데이터센터 공략 속도 삼성SDI의 무정전전원장치(UPS)용 배터리가 해외 인증기관의 화재 차단 테스트를 통과해 안전성을 입증했다.,경제|IT/과학
"KB운용, 스페이스X·테슬라 50% 투자. 채권혼합형 ETF 출시",(서울=뉴스1) KB자산운용이 스페이스X와 테슬라에 각각 25%를 투자하면서 미국 단기국채를 편입해 변동성을 낮춘 채권혼합형 상장지수펀드(ETF) 상품을 선보인다. KB자산운용은 'RISE 미국우주&로봇TOP2미국채혼합50 ETF'를 출시한다고 14일 밝혔다.,경제
중동 긴장에 국제유가 급등. 정유주 줄상승,중동 긴장 고조에 국제유가가 급등한 가운데 14일 국내 정유주가 줄줄이 상승 중이다. 이날 오전 9시 30분 기준 코스닥시장에서 흥구석유는 전장 대비 14.09% 오른 1만3천280원에 거래되고 있다.,경제|사회/세계
고유가에 친환경차 중고거래 '급증'. 전기·하이브리드 2배,당근중고차 상반기 분석. 경차·포터도 실속 소비로 강세 올해 상반기 당근중고차에서 전기차와 하이브리드차 거래량이 지난해 같은 기간보다 두 배 이상 증가한 것으로 나타났다.,경제
"중기중앙회, 스마트공장 기업 PL보험·손해공제료 5% 특별 할인",일반 보험사보다 최대 28% 저렴. 13개 지자체 보험료 지원사업과 중복 적용 가능 중소기업중앙회는 스마트공장을 구축한 중소기업의 경영 안정과 경쟁력 강화를 위해 제조물배상책임(PL)보험과 손해공제료를 5% 특별 할인한다고 14일 밝혔다.,경제
"2분기 세계 스마트폰 출하량 13년 만에 최저, 삼성 1위 탈환","美 시장조사업체 카운터포인트 리서치 잠정 집계 2분기 출하량 11% 줄어 2013년 이후 최저 수준 AI 열풍에 따른 반도체 대란으로 원가 상승 원가 상승이 가격 인상으로 이어지며 수요 급감 가격 민감한 중저가 스마트폰에서 수요 위축 두드러져 삼성, 2개 분기만에 1위 탈환. 2위는 애플 3~5위는 중저가 모델 주로 만드는 중국 기업들 올해 2·4분기 세계 스마트폰 출하량이 13년 만에 최저 수준으로 떨어졌다.",경제|IT/과학
"중기중앙회, 스마트공장 중소 제조사 보험료 지원 확대",중기중앙회는 스마트공장 구축 지원사업에 참여한 중소 제조업체를 대상으로 제조물배상책임(PL)보험과 손해공제 보험료를 각각 5% 추가 할인한다고 14일 밝혔다. 이번 할인은 스마트공장 도입으로 생산성과 공정 효율을 높인 기업들이 경영 과정에서 발생할 수 있는 각종 위험에 보다 안정적으로 대응할 수 있도록 지원하기 위한 조치라고 중기중앙회는 설명했다.,경제
"광주반도체와 영암RE100, 대한민국 미래가 열린다","영암군수 우승희 정부가 광주 군공항 이전부지를 중심으로 대한민국 제2의 반도체 생산거점을 조성하기로 결정했다. 첨단산업 경쟁력을 높이는 국가 전략인 동시에, 새롭게 출범하는 전남광주통합특별시가 미래 성장의 중심으로 도약할 중요한 전환점이다.",IT/과학|경제
"이란 수수료 비난하더니. 트럼프 ""호르무즈 통행료 20% 받겠다""","해협안보비용으로 ""화물 가치의 20% 부과할 것"" 루비오 국무등 ""국제 수로에 통행료 부과 어불성설""주장해와 이 기사는 국내 최대 해외 투자정보 플랫폼 한경 글로벌마켓 에 게재된 기사입니다. 트럼프 대통령은 13일 오전 (현지시간) 호르무즈 해협에서 이란 선박에 대한 봉쇄를 재개하고 모든 선박에 통행료를 부과하겠다고 밝혔다.",사회/세계
"트럼프 ""호르무즈 해협 통항 화물에 20% 부과. 이란 봉쇄 재개""","도널드 트럼프 미국 대통령이 호르무즈 해협을 통과하는 모든 화물에 20%의 비용을 부과하고, 이란 선박의 통항을 차단하는 해상 봉쇄를 재개하겠다고 밝혔다. 트럼프 대통령은 13일(현지시간) 사회관계망서비스(SNS) 트루스소셜을 통해 ""호르무즈 해협은 열려 있으며, 이란의 협조 여부와 관계없이 계속 열려 있을 것""이라며 이같이 말했다.",사회/세계
"공모채 부익부 빈익빈. 40% 쪼그라든 시장, 우량채가 3분의 2 독식",② 상반기 공모채 발행 39% 급감. ‘AA-’ 이상 우량채 자금 쏠려 A급·BBB급 반토막에 시장 내 비중도 축소.,경제
"트럼프 ""해상 봉쇄 재개"". 일제히 하락",반도체주 대부분 하락 중 13일(현지시간) 미국의 3대 지수는 도널드 트럼프 미국 대통령의 이란 해상 봉쇄 재개 선언으로 국제유가가 급등하면서 일제히 하락 중이다. 뉴욕증권거래소(NYSE)에서 다우존스30산업평균지수(다우지수)는 전 거래일보다 53.98포인트(0.10%) 하락한 5만2583.03에 마감했다.,사회/세계
"오펜하이머 ""전쟁·인플레에 계절 요인까지. S&P지수 7000선 추락 가능""","7월은 역사적으로 S&P지수 강력한 성적내는 달 8월부터 상승 탄력 꺾여. 9월은 최악 부진 ""반도체 변동성 이어질 듯.",경제|사회/세계
무더위 속 영종하늘도시 정전. 예비전력 공급·밤샘 복구작업(종합2보),"25명 승강기 갇혔다 구조. 정전 2천여세대 중 96%에 전력 임시공급 중산변전소 지중 송전선로 설비 문제 한전 ""인근 변전소 배전선로 임시 설치.",사회/세계
"노동부, 삼전 노조에 제동. ""호남 메가프로젝트, 교섭대상 아냐""","고용노동부가 삼성전자 노조의 '호남 반도체 메가프로젝트를 내년 노사 교섭 의제로 다루겠다'는 주장에 대해 개정 노동조합법(노란봉투법)상 단체교섭 대상이 아니라는 입장을 밝혔습니다. 노동부는 13일 보도설명자료를 통해 ""개정 노동조합법(노란봉투법)상 단체교섭 및 노동쟁의 대상에 포함되지 않는다""고 설명했습니다.",경제
"노동부 ""호남 반도체 메가프로젝트, 노조 교섭 대상 아냐""","초기업노조 ""2027년 교섭 의제 포함"" 주장 노동부 ""사업 결정 자체는 노조법상 교섭 대상 아냐"" 고용노동부가 삼성전자 노조가 정부의 호남 반도체 메가프로젝트를 내년 단체교섭 의제로 다루겠다고 밝힌 데 대해 ""개정 노동조합법(노란봉투법)상 단체교섭 대상이 아니다""라고 선을 그었다. 노동부는 13일 설명자료를 내고 ""기업 투자나 공장 증설 등 사업 경영상의 결정 자체는 근로조건에 실질적·구체적인 영향을 미친다고 보기 어렵다""며 ""개정 노동조합법상 단체교섭이나 노동쟁의 대상에 포함되지 않는다""고 밝혔다.",경제
